filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"213.3216	217.3216	OBJ	NV	1	0.72694	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"221.3615	227.3615	OBJ	V	1	0.77093	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"231.4052	235.4052	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"241.4474	243.4474	OBJ	NV	1	0.98396	LC-HIT	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"247.4886	253.4886	GRE	V	NR	NR	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"257.5332	263.5332	OBJ	V	1	0.56896	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"265.5769	267.5769	GRE	V	NR	NR	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"269.6149	271.6149	OBJ	NV	1	0.77396	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"277.6519	279.6519	OBJ	V	1	0.76355	LC-HIT	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"281.6931	283.6931	GRE	V	NR	NR	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"285.7312	289.7312	OBJ	V	1	0.95873	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"291.7703	297.7703	OBJ	V	1	0.67704	HC-HIT	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"299.8129	305.8129	GRE	V	1	0.65103	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"307.8542	309.8542	GRE	V	1	0.66063	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"311.8922	317.8922	OBJ	V	NR	NR	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"319.9338	323.9338	OBJ	V	1	0.73318	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"325.9725	331.9725	GRE	NV	1	0.66645	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"334.0149	336.0149	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"338.0529	342.0529	GRE	V	1	0.62167	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"344.0917	348.0917	OBJ	V	1	0.55722	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"352.1318	356.1318	OBJ	NV	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"358.174	360.174	OBJ	V	1	0.66309	HC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-08_bold.nii.gz	"362.2107	364.2107	OBJ	V	NR	NR	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"4.0003	8.0003	OBJ	V	1	0.99046	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"10.0516	14.0516	GRE	V	1	0.92682	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"16.091	20.091	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"26.1304	32.1304	OBJ	V	1	0.75999	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"34.1761	36.1761	OBJ	V	1	0.73833	HC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"38.214	42.214	OBJ	NV	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"46.253	50.253	GRE	V	1	0.81755	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"52.2954	54.2954	OBJ	V	1	0.93171	LC-HIT	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"56.3336	62.3336	OBJ	V	1	0.72228	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"64.3745	66.3745	OBJ	NV	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"72.4127	76.4127	OBJ	V	1	0.62553	HC-HIT	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"78.4556	84.4556	OBJ	V	1	0.88718	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"86.4978	92.4978	GRE	V	1	0.83784	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"94.5395	98.5395	OBJ	V	1	0.73367	HC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"100.579	104.579	OBJ	NV	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"106.6191	108.6191	OBJ	NV	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"112.6569	114.6569	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"116.6959	118.6959	GRE	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"120.7326	124.7326	OBJ	V	1	0.73956	HC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"126.7726	132.7726	GRE	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"136.8153	138.8153	OBJ	V	1	0.74732	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"140.8545	146.8545	OBJ	V	1	0.89663	LC-HIT	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"150.8968	152.8968	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"154.936	160.936	GRE	V	1	0.69494	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"162.9773	168.9773	GRE	V	1	0.93435	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"171.0191	173.0191	GRE	V	1	0.73693	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"175.057	179.057	OBJ	NV	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"181.0963	187.0963	OBJ	V	1	0.96831	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"189.1384	191.1384	GRE	V	1	0.97696	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"193.1755	197.1755	GRE	NV	1	0.68172	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"199.2147	201.2147	OBJ	V	1	0.84418	HC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"203.2527	209.2527	OBJ	V	1	0.73137	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"211.2943	217.2943	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"219.3361	225.3361	GRE	V	1	0.87843	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"227.3774	229.3774	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"231.4155	233.4155	GRE	V	1	0.73979	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"235.4527	241.4527	OBJ	NV	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"245.4946	251.4946	GRE	V	1	0.83779	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"255.5383	259.5383	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"261.5801	265.5801	OBJ	V	NR	NR	LC-HIT	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"267.6192	271.6192	OBJ	V	NR	NR	HC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"275.6599	281.6599	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"283.7034	285.7034	OBJ	V	1	0.67598	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"289.7411	291.7411	GRE	NV	1	0.82798	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"293.7815	297.7815	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"299.8207	305.8207	OBJ	V	NR	NR	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"307.8616	309.8616	OBJ	NV	1	0.67783	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"311.8995	315.8995	OBJ	V	1	0.89352	HC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"317.9383	319.9383	GRE	V	1	0.74487	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"321.9763	323.9763	OBJ	V	NR	NR	LC-HIT	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"328.0132	334.0132	OBJ	V	NR	NR	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"336.0578	340.0578	OBJ	V	1	0.68797	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"342.0972	346.0972	OBJ	V	1	0.64074	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"350.1373	352.1373	GRE	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"354.1766	360.1766	OBJ	NV	1	0.79922	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-03_bold.nii.gz	"362.218	366.218	OBJ	V	NR	NR	LC-HIT	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"4.0009	10.0009	OBJ	V	1	 1.0875	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"12.052	14.052	OBJ	V	1	 1.1758	LC-MISS	 2.0221	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"18.0898	24.0898	OBJ	V	1	0.91731	LC-MISS	 2.5872	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"26.1335	30.1335	GRE	V	0	0.50179	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"32.1742	38.1742	OBJ	V	1	0.81127	LC-MISS	 1.5051	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"40.215	42.215	OBJ	V	1	 1.2929	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"44.2518	48.2518	GRE	V	1	 1.0139	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"50.2926	52.2926	OBJ	V	1	 1.7696	LC-MISS	  3.178	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"54.3301	58.3301	OBJ	NV	1	0.93713	LC-MISS	 1.1221	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"60.3692	62.3692	OBJ	V	1	 1.5562	LC-MISS	 1.4111	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"64.4063	68.4063	OBJ	V	1	 1.1485	HC-HIT	 2.3955	0	1.3405"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"70.4467	72.4467	OBJ	V	1	0.87135	LC-MISS	 1.6925	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"74.4833	80.4833	GRE	V	1	0.80407	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"82.5257	88.5257	OBJ	V	1	0.77086	LC-MISS	 2.1514	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"90.5668	94.5668	OBJ	V	1	0.79513	LC-MISS	 2.0188	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"98.6075	102.6075	OBJ	V	1	0.83355	LC-HIT	 1.8224	0	0.84787"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"104.6479	108.6479	OBJ	NV	1	 1.1537	LC-HIT	 1.7649	1	0.36951"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"112.6888	118.6888	OBJ	V	1	 0.9179	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"120.7322	124.7322	GRE	V	1	0.80682	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"126.7723	128.7723	OBJ	V	1	0.82531	LC-HIT	0.91973	0	1.0095"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"130.8095	132.8095	OBJ	NV	1	 1.2757	LC-HIT	 2.2955	1	0.41179"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"138.847	144.847	GRE	V	1	 0.7497	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"146.8929	150.8929	OBJ	V	1	0.75822	HC-MISS	 2.3115	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"154.9321	156.9321	OBJ	V	1	 1.1414	LC-HIT	 3.3478	0	1.1224"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"158.973	162.973	OBJ	V	1	 1.0619	LC-MISS	 1.9537	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"165.0117	171.0117	GRE	V	1	 0.6599	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"175.0538	177.0538	OBJ	V	1	0.66154	HC-MISS	 2.6374	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"181.0931	185.0931	GRE	V	1	0.68416	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"187.1354	193.1354	OBJ	V	NR	NR	LC-HIT	 2.2718	1	0.53126"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"195.1761	197.1761	OBJ	NV	1	 1.1556	HC-HIT	 1.5152	0	3.0344"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"201.2145	205.2145	OBJ	V	1	0.83534	LC-HIT	 1.0334	0	0.67703"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"207.256	213.256	OBJ	V	1	0.73549	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"215.2975	221.2975	GRE	V	1	0.78314	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"225.3395	229.3395	OBJ	V	1	0.86866	LC-MISS	 2.6394	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"235.3818	241.3818	OBJ	NV	1	0.88587	LC-HIT	 1.6625	0	0.40586"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"243.4269	247.4269	OBJ	V	1	0.81569	LC-MISS	 1.5223	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"249.467	253.467	OBJ	V	NR	NR	HC-MISS	 1.2457	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"255.5064	257.5064	GRE	V	1	0.79478	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"259.5434	261.5434	OBJ	NV	NR	NR	HC-MISS	 2.4395	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"263.5819	269.5819	GRE	V	NR	NR	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"271.6234	277.6234	OBJ	V	1	0.88133	HC-MISS	 1.3896	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"281.6649	287.6649	OBJ	V	1	 1.0772	LC-HIT	 1.9275	1	0.62205"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"289.7088	291.7088	OBJ	V	1	0.99186	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"293.7462	297.7462	OBJ	V	1	 1.0872	LC-MISS	 1.8096	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"299.7857	305.7857	OBJ	NV	NR	NR	LC-MISS	 1.1777	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"309.8277	311.8277	GRE	V	1	 1.0224	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"313.8679	317.8679	OBJ	NV	1	 1.1342	LC-HIT	 2.8384	0	3.0695"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"319.9066	321.9066	GRE	V	1	0.68198	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"323.9448	325.9448	OBJ	V	1	0.60363	LC-HIT	0.88756	1	0.90468"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"327.982	333.982	OBJ	V	1	0.68974	LC-HIT	  1.009	0	0.34162"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"336.0241	342.0241	GRE	V	NR	NR	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"344.0647	346.0647	OBJ	V	1	0.89952	LC-HIT	 2.3401	1	0.36062"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"348.1032	350.1032	GRE	NV	1	0.89348	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"352.1406	356.1406	OBJ	V	NR	NR	LC-MISS	 1.6034	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"358.1796	360.1796	GRE	V	1	0.63313	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-02_bold.nii.gz	"362.2173	366.2173	GRE	NV	1	0.81655	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"4.0005	10.0005	GRE	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"12.0414	16.0414	OBJ	V	1	0.83677	LC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"18.0807	22.0807	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"26.1205	32.1205	GRE	V	1	0.85668	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"34.1641	38.1641	OBJ	V	1	0.83414	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"40.2039	44.2039	OBJ	NV	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"48.2435	50.2435	GRE	V	1	0.92281	UT	UT	UT	UT"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"52.2842	54.2842	OBJ	V	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"56.32	60.32	OBJ	V	1	0.84557	HC-MISS	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"62.36	64.36	OBJ	NV	1	"
func/sub-03task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-01_bold.nii.gz	"68.3974	74.3974	GRE	V	1	0.69136	UT	UT	UT	UT"
