stimulus_id	type	description	HED	NSD_id	present
stim-nsd38495	image	In the foreground, a middle-aged man with short, light brown hair and rimless glasses occupies the center-right of the frame, dressed in a gray quarter-zip sweater over a collared shirt. He is holding up a powdered-sugar-dusted pastry in his right hand at the center-left of the image, positioned in the upper-lower midsection, while his left hand, lower in the frame, grasps crumpled white napkins or paper. He faces the camera with a slight, closed-mouth smile, his gaze directed toward the pastry or viewer. In the background, the left portion shows a light wooden door or panel with a dark frame along the far-left edge, while the upper-right corner reveals a reddish-brown brick wall, adding warm texture. The overall color scheme combines neutral grays of the sweater, warm wood tones, and the reddish brick, creating a muted, earthy palette. Lighting appears soft and even, likely from an indoor source, casting gentle shadows and illuminating the man's face and the pastry. The composition centers on the man and his interaction with the food, framed by architectural elements on both sides balancing the visual field.	Sensory-event, Visual-presentation, ((Human-agent, Experiment-actor, Male, (Head, Hair, (Label/Short, Brown)), Glasses, (Torso, Clothing, Gray)), Interacts-with, (Ingestible-object/Dessert, Sweet, White)), (Foreground-view, ((Human-agent), Grasp, (Ingestible-object/Dessert, Right)), ((Human-agent), Grasp, (Paper, White, Left)), Smile, Center-of), (Background-view, (Door, (Left-side-of, Image)), (Building-part, Brown-color, Upper-right-of)), (Gray, Brown-color, Red-color)	38495	false
stim-nsd38642	image	The photograph depicts a home office workspace centered on an L-shaped wooden desk that dominates the lower and central portions of the frame. In the foreground lower-center, a white keyboard rests on the desk surface, with a white computer mouse positioned on a dark mousepad to its right. A silver laptop with an illuminated screen sits center-frame, while a larger external monitor displaying an image occupies the right side, its screen brightest in the composition. To the left, a black printer or scanner device sits atop a lower shelf, alongside a black digital clock or calculator and scattered small objects including a white cylindrical bottle. In the background, two windows admit bright daylight, silhouetting objects against pale exterior light and creating the primary illumination source. A tall metallic thermos and a translucent bottle stand near the window's base, center-left. Beneath the desk, tangled cables, a power strip, and a gray cylindrical speaker rest on carpeted flooring. The overall color scheme combines warm wood browns, whites, and blacks against cool window light. Lighting is naturally backlit, casting shadows toward the viewer. The composition is cluttered, with objects densely arranged across horizontal desk planes.	Photograph, Visual-presentation, (Man-made-object, Label/L-shaped-desk, (Manufactured-material/Made-from, Label/Wood)), (Lower-center-of, Photograph), (White, Keyboard, (Lower-center-of, Photograph)), ((White, Computer-mouse), (To-right-of, Keyboard)), (Black, Label/Mousepad), (Silver, Laptop-computer, (Computer-screen, Luminance/Illuminated), (Center-of, Photograph)), (Display-device, (Image, Visual-presentation), (Right-side-of, Photograph)), ((Black, Man-made-object/Printer, (Left-side-of, Photograph)), (Top-of, Furnishing)), (Black, Clock), (White, Cylinder, Label/Bottle), (Window, (Background-view, Photograph)), (Manufactured-material/Metal, Label/Thermos), (Label/Translucent-bottle, (Center-of, Photograph)), (Label/Cables, Underneath, Furnishing), (Label/Power-strip), (Gray, Cylinder, Loudspeaker, (Underneath, Furnishing)), (Brown-color, White, Black), (Visual-presentation, Label/Backlit), (Label/Cluttered), Indoors	38642	false
stim-nsd38795	image	A surfer occupies the center-left of the frame, positioned in the upper-middle portion, silhouetted in dark tones against a bright sky and ocean. The figure is captured mid-ride, crouched with one arm raised overhead and the other extended, standing atop a white surfboard whose pointed nose lifts toward the upper right. Beneath and around the surfer, a wave breaks, generating abundant white spray and foam that dominate the foreground across the lower half of the frame, particularly concentrated in the lower-center and lower-left. Behind the surfer, in the background, a wave crests horizontally across the mid-frame, its face showing teal and dark green tones. The horizon line sits high in the upper third, where the sky appears pale, hazy, and washed with warm, diffused light suggesting a low sun, possibly backlighting the scene. On the far right background, a faint, indistinct dark shape rests on the horizon, possibly a distant vessel or landmass. The overall color scheme combines cool blues, greens, and whites with warm, muted golden tones in the sky. Lighting is bright and backlit, rendering the surfer dark against luminous surroundings, creating strong tonal contrast.	Sensory-event, Visual-presentation, (Human-agent, Experiment-actor, (Crouching, (Upper-extremity, Upward), (Upper-extremity, Away-from), Black, (Upper-center-of, Media-clip))), ((Human-agent), Interacts-with, (Tool, Label/Surfboard, White, (Nose, Upper-right-of))), (Natural-feature/Ocean, White, (Lower-center-of, Media-clip)), (Natural-feature/Ocean, White, (Below, (Human-agent))), (Natural-feature/Ocean, Blue-color, Green-color, (Center-of, Media-clip)), (Natural-feature, Away-from, (Right-side-of, Media-clip)), (Background-view, Orange-color, (Upper-center-of, Media-clip)), (Label/Luminance-contrast-High), Outdoors	38795	false
stim-nsd38818	image	The photograph is dominated by a passenger train occupying the center and right portions of the frame, angled diagonally from the upper-left background toward the lower-right foreground, its front cab positioned in the center-right at mid-to-lower height. The train's nose features a bright yellow front panel with a blue lower section, while the body carries silver, white, orange, and blue horizontal striping, and the identifier "378 218" is visible on the lower right of the front. In the foreground, the lower portion of the frame shows railway tracks with metal rails and gray ballast stones running from the bottom edge toward the receding train. On the left side, a station platform extends diagonally into the background, marked with a yellow safety line along its edge and lined with vertical lampposts and overhead electrical wires supported by gantries crossing the upper frame. The background upper-left contains green foliage, trees, and a low building beneath a blue sky filled with white and gray clouds. Lighting appears diffuse and overcast with soft shadows. The overall color scheme combines cool greens, grays, and blues with the warm yellow and orange accents of the train, creating strong diagonal compositional lines.	Photograph, Visual-presentation, (Train, (Visual-attribute/Diagonal), (Center-of, Foreground-view), (Label/Front, ((Yellow), Below, (Blue))), (Silver, White, Orange, Blue, Horizontally-oriented), ID/378 218), (Road, (Manufactured-material/Metal), (Gray), (Bottom-edge-of, Foreground-view)), ((Building-part, Label/Station-platform), Visual-attribute/Diagonal, (Yellow), (Background-view)), (Label/Lamppost, Vertically-oriented), (Label/Electrical-wire), (Label/Gantry, (Top-of, Background-view)), ((Plant, Green), (Building), Natural-feature/Sky, (White, Gray, Natural-feature/Cloud), (Upper-left-of, Background-view)), (Blue, Natural-feature/Sky), (Label/Diffuse-lighting), (Green-color, Gray-color, Blue-color, Yellow-color, Orange-color)	38818	false
stim-nsd38830	image	In the foreground, occupying the lower third of the frame, is dense green and yellowish-brown vegetation including tall grasses and weeds that spread across the bottom, extending from left to right. Reddish-brown earth is visible in the lower-left area between patches of grass. Multiple sets of steel railroad tracks run diagonally through the lower-right and center, curving from the right edge toward the middle distance. In the center and left-center of the frame, at middle distance, sits a yellow diesel locomotive facing the viewer, its front angled slightly leftward, with darker green freight cars trailing behind it on the left. To its right, positioned center-right, stands a dark maroon or red locomotive on an adjacent track, partially parallel to the yellow one. Behind and above the trains, in the background, are green trees and shrubs along the right and left edges. The upper portion of the frame shows a pale blue, clear sky crisscrossed by numerous overhead electrical wires and thin utility poles. Lighting is bright natural daylight, casting soft shadows. The overall color scheme combines yellows, reds, greens, and blues, with a horizontally layered composition.	Sensory-event, Visual-presentation, Outdoors, ((Foreground-view, Lower-center-of), (Plant, Green, Yellow, Label/Tall-grasses-and-weeds)), (Lower-left-of, (Dirt-terrain, Red, Brown)), ((Train, Steel, Label/Railroad-tracks), (Lower-right-of, Center-of)), (Center-of, (Train, Yellow, Label/Diesel-locomotive)), ((Train, Green, Dark-shade, Label/Freight-cars), (Left-side-of, (Train, Yellow, Label/Diesel-locomotive))), (Center-of, Right, (Train, Maroon, Label/Locomotive)), (Background-view, (Plant, Green, Label/Trees-and-shrubs)), (Above, (Natural-feature/Sky, Blue, Light-shade)), (Label/Overhead-electrical-wires, Label/Utility-poles), (Label/Sunlight, Label/Bright-natural-daylight), (Yellow, Red, Green, Blue)	38830	false
stim-nsd38854	image	The dominant element is a red double-decker bus occupying the center and right portions of the frame, angled diagonally so its front faces the lower-left and its rear extends toward the right edge. The bus features two rows of windows, with a horizontal yellow-gold stripe running along its mid-section between the upper and lower decks. Its lower body shows visible wear, scratches, and faded patches. In the lower foreground, a pale gray gravel surface spans the width of the image, extending from the bottom edge upward toward the bus. On the left side, partially obscured behind the bus's front, sits a small dark structure resembling a shed or trailer. The background is filled with dense green foliage and trees, occupying the upper-left, center, and right portions above and behind the bus. The sky is visible in small patches at the top, appearing pale and overcast, producing soft, diffuse lighting without harsh shadows. The overall color scheme contrasts the saturated red of the bus against muted greens of the vegetation and the neutral gray gravel. The composition is horizontally oriented, with the bus creating strong diagonal lines that draw the eye rightward across the frame.	Sensory-event, Visual-presentation, Photograph, Outdoors, Horizontally-oriented, ((Vehicle, Red, Label/Double-decker-bus), (Center-of, Image)), ((Window, Item-count/2), Part-of, (Vehicle, Label/Double-decker-bus)), (Yellow, Label/Horizontal-stripe, Part-of, (Vehicle, Label/Double-decker-bus)), (Abnormal, Part-of, (Vehicle, Label/Double-decker-bus)), ((Gravel-terrain, Gray), Foreground-view, Below), ((Building, Small, Label/Shed), To-left-of, (Vehicle, Label/Double-decker-bus)), (Plant, Green, Background-view), (Natural-feature/Sky, Environmental-property/Overcast, Above), (Label/Luminance-contrast-Low)	38854	false
stim-nsd38979	image	The photograph depicts a residential kitchen dominated by dark burgundy-red wooden cabinets that line the upper background across the center and right of the frame, with matching lower cabinets beneath the countertops. In the foreground on the left stands a white refrigerator, its front and side surfaces covered with numerous magnets, papers, photographs, and notes, occupying the lower-left and extending upward. To the right of the refrigerator, a countertop in the center-lower area holds assorted objects including bottles, jars, a bowl of fruit, a black toaster, and a knife block. A black dishwasher is set into the lower-center cabinetry. On the right side, a white and black gas stove with a cooktop and oven occupies the lower-right foreground, with a black microwave mounted above it in the upper right. The backsplash behind the counters shows beige tiled patterning. The floor in the lower foreground is pale tan tile. The overall color scheme combines deep reds, whites, and beige neutrals. Lighting appears even and somewhat flat, likely artificial overhead illumination, casting minimal shadows. The composition is symmetrically balanced between the white appliances flanking the darker central cabinetry.	Sensory-event, Visual-presentation, Photograph, (Indoors, Room, Label/Kitchen), ((Furnishing, Label/Upper-cabinets), (DarkRed, Manufactured-material/Wood)), ((Furnishing, Label/Lower-cabinets), (DarkRed, Manufactured-material/Wood)), ((Furnishing, White, Label/Refrigerator), (Lower-left-of, Photograph)), ((Furnishing, Label/Countertop), (Center-of, Photograph)), (Man-made-object/Container, Label/Bottles), (Man-made-object/Container, Label/Jars), (Man-made-object/Container, (Ingestible-object/Staple-food, Sweet)), (Machine, Black, Label/Toaster), (Tool, Label/Knife-block), (Machine, Black, Label/Dishwasher, Lower-center-of), ((Machine, White, Black, Label/Gas-stove), (Lower-right-of, Photograph)), ((Machine, Black, Label/Microwave), (Upper-right-of, Photograph)), (Beige, Label/Backsplash-tile), (Beige, Tan, Label/Floor-tile), Symmetrical	38979	false
stim-nsd39048	image	In the foreground, a catcher wearing a dark helmet with a face mask occupies the left edge of the frame, positioned in the lower-left and center-left, crouching with a brown mitt extended on his left hand toward the center. A batter dominates the center-right foreground, wearing a maroon jersey with the visible number "5," gray pants, a dark batting helmet, and a black glove, holding a bat that extends horizontally across the center of the frame toward the catcher. Both figures stand on a tan dirt surface that fills the lower portion of the image. In the background, a tall chain-link fence and metal backstop structure spans the upper-center and left, behind which several seated and standing spectators are faintly visible. A dark green coniferous tree rises on the upper-right, and additional distant figures appear scattered across the right-center on the field. The sky occupies the top of the frame, showing pale blue with soft clouds. The overall color scheme combines warm earth tones, maroon, and gray with cooler blues above. Lighting is warm and directional, suggesting low-angle late-day sun casting long shadows across the dirt.	Sensory-event, Visual-presentation, ((Human-agent, Experiment-actor, Crouching, (Head, (Black, Assistive-device)), ((Left, Hand), (Brown, Tool))), (Left-edge-of, Foreground-view)), ((Human-agent, Experiment-actor, (Torso, (Maroon, Clothing, Label/5)), (Lower-extremity, (Gray, Clothing)), (Head, (Black, Assistive-device)), ((Hand), (Black, Clothing)), (Grasp, Tool)), (Center-of, Foreground-view)), ((Human-agent), Interacts-with), (Tan, Dirt-terrain, Lower-center-of), ((Manufactured-material/Metal, Building-part), (Upper-center-of, Background-view)), (Group-of, Human-agent, Background-view), ((DarkGreen, Plant), (Upper-right-of, Background-view)), (Group-of, Human-agent, (Right-side-of, Field)), (LightBlue, Natural-feature/Sky, Top-of), Outdoors	39048	false
stim-nsd39059	image	This photograph shows an assortment of fruit packed inside a cardboard box, filling the entire frame with the box edges visible along the right and top margins. In the foreground, occupying the lower-left and center, is a large bunch of yellow bananas with brown-speckled tips, angled diagonally toward the lower-right. To the right, in the center and lower-right, sit several red apples with glossy skins showing highlights and yellowish patches. In the background upper-left are round oranges with textured, pitted skin, clustered together. The upper-center and right-middle contain brown kiwifruit with fuzzy, matte surfaces, one resting near the box's inner wall. A lighter tan object, possibly ginger or a rounded fruit, appears near the center-right between the kiwis and apples. The color scheme is warm, dominated by yellows, oranges, reds, and earthy browns against the beige cardboard. Lighting is strong and directional, producing bright highlights on the bananas and apples and casting distinct shadows in the box's lower recesses, suggesting sunlight. The composition is dense and layered, with fruits overlapping and no empty space, creating a tightly packed, textured arrangement.	Sensory-event, Visual-presentation, Photograph, (Box, (Manufactured-material, Beige)), ((Ingestible-object/Staple-food, Sweet, Yellow, (Brown, Label/Tip)), (Lower-left-of, Image)), ((Ingestible-object/Staple-food, Sweet, Red), (Lower-right-of, Image)), ((Ingestible-object/Staple-food, Sweet, Orange, Rough), (Upper-left-of, Image)), ((Ingestible-object/Staple-food, Sweet, Brown), (Upper-center-of, Image)), ((Ingestible-object/Staple-food, Tan), (Center-of, Image)), (Luminance/Warm, Yellow, Orange, Red, Brown), (Label/Luminance-contrast-High)	39059	false
stim-nsd39096	image	A single black bear occupies the center of the frame, positioned slightly above the vertical midpoint, standing in profile facing left with its head lowered toward the grass, suggesting foraging or grazing behavior. The bear is the sole focal subject and appears in the middle ground, silhouetted darkly against the surrounding vegetation. The foreground, occupying the lower portion of the frame, consists of a sloping green meadow dotted with small white and yellow wildflowers, with patches of pale gray and beige gravel or bare soil visible in the lower-left and lower-right corners. The background, in the upper portion of the frame, features a dense row of dark evergreen coniferous trees spanning the entire top edge, creating a horizontal band of deep green. The overall color scheme is dominated by varied greens of the grass, contrasted with the near-black bear and the darker forest line. Lighting appears bright and natural, consistent with daytime sunlight, casting the bear's fur into deep shadow while illuminating the grassy slope. The composition is layered from bottom to top: gravel, meadow, bear, and forest, with the small subject emphasizing the expansive open habitat.	Sensory-event, Visual-presentation, Outdoors, Real-world, Foreground-view, ((Animal-agent, Label/Bear, Black), (Center-of, Photograph)), ((Animal-agent, Label/Bear), (Above, Center-of)), (Animal-agent, Label/Bear, Leftward, (Lower-head, Spatial-relation/Toward, Grassy-terrain)), (Background-view, (Plant, Green, Group-of)), (Foreground-view, Sloped-terrain, Grassy-terrain, Green), (Plant, White, Small), (Plant, Yellow, Small), (Gravel-terrain, Gray, Lower-left-of), (Gravel-terrain, Beige, Lower-right-of), (Background-view, Plant, Green, Dark-shade, Top-edge-of), Green, Black	39096	false
stim-nsd39290	image	The photograph presents a plated meal viewed from an elevated angle, dominated by warm brown and golden tones throughout. In the foreground, occupying the left and center-lower portion of the frame, sits a sandwich cut into two halves on rustic, crusty bread, each half pierced with a wooden skewer or toothpick standing upright; the sandwich reveals a filling of meat and what appears to be reddish and green components between the slices. To the right and extending across the center-right, a large pile of thick-cut, golden-brown french fries fills a substantial portion of the plate, their irregular edges catching the light. In the upper-right area, a small white ramekin holds bright red ketchup, providing the most saturated color contrast in the image. In the upper-left background, partially cropped, sits a dark rectangular tray or plate holding a glass containing a dark beverage with visible ice or liquid. A metallic utensil edge is faintly visible along the right margin. The lighting appears natural and soft, casting gentle shadows beneath the food. The white circular plate anchors the composition against a darker surrounding surface, emphasizing the food's textures.	Sensory-event, Visual-presentation, Photograph, Aerial-view, ((White, Circle), (Brown, Orange-color)), ((Ingestible-object/Main-dish, Savory, (Brown, Rough)), (Lower-left-of, (White, Circle))), ((Ingestible-object/Junk-food, Savory, (GoldenRod, Thick)), (To-right-of, (Ingestible-object/Main-dish))), ((Ingestible-object/Staple-food, Red, (Contained-in, White)), (Upper-right-of, (White, Circle))), ((Glass, (Contained-in, Dark-shade)), (Upper-left-of, (White, Circle))), (Tool, (Right-edge-of, Photograph))	39290	false
stim-nsd39299	image	The photograph depicts a harbor scene dominated by moored fishing boats and vessels clustered across the middle band of the frame. In the foreground, occupying the lower portion, is a broad expanse of dark, calm gray water that reflects the boats above it. At center-lower foreground floats a small dark inflatable or workboat, while a white-hulled boat sits at the left-center, moored near a stone quay edge that runs along the far left. The central cluster includes a prominent red-hulled boat and, behind it, a taller vessel with a raised wheelhouse and mast structure rising toward the upper-center. To the right sit blue-hulled and white boats, with additional vessels extending toward the right edge. In the background, a low gray landmass or breakwater stretches horizontally across the frame beneath a pale, overcast sky. On the far left, a white cable-stayed or A-frame structure rises against the mist. The overall color scheme is muted and cool—grays, whites, and blues—punctuated by the red boat. Lighting is flat and diffuse under heavy cloud, producing soft shadows and a hazy, foggy atmosphere. No people or animals are clearly visible.	Sensory-event, Visual-presentation, Photograph, (Image, (Outdoors, Real-world)), ((Boat, Group-of), Center-of), ((Natural-feature/Water, Gray, Smooth, Label/Reflective-terrain), Lower-center-of), ((Boat, Small, Luminance/Dark), Lower-center-of), ((Boat, White), Left-side-of), ((Building-part, Manufactured-material/Stone), Left-edge-of), ((Boat, Red), Center-of), ((Boat, Label/Tall), Upper-center-of), ((Boat, Blue), To-right-of, ((Boat, Red))), (Boat, Right-edge-of), ((Natural-feature, Gray), Background-view), ((Machine, White), Left-edge-of), (Natural-feature/Sky, Environmental-property/Overcast, Background-view), (Gray, White, Blue), Visual-attribute/Flat, Luminance/Diffuse	39299	false
stim-nsd39370	image	In the foreground, occupying the center and lower portion of the frame, lies a thick paperback book resting on a bed, angled diagonally from the lower-left toward the upper-right. Its cover is predominantly green with white text reading "International Money and Finance" and a smaller notation indicating "3rd Edition," alongside faint imagery of banknotes and portraits in the central cover area, plus a small circular publisher logo on the lower-left of the cover. The book sits atop rumpled blue fabric, likely a blanket or bedding, which fills much of the surrounding surface and extends across the lower and central frame; a striped edge of lighter material with red and white lines appears along the lower-right. In the background, spanning the upper portion, are blurred, out-of-focus elements: a wooden headboard or furniture surface on the left, indistinct dark and reddish shapes suggesting clothing or objects on the right, and areas of brighter light near the upper center. Lighting is natural and soft, brightest toward the upper-center. The overall color scheme combines greens, blues, and warm wood tones, with the sharply focused book contrasting the hazy backdrop, creating shallow depth of field.	Sensory-event, Visual-presentation, ((Book, Green, Thick, (Word, ID/International Money and Finance)), (Above, (Blue, Furnishing))), (Depth, Shallow), (Foreground-view, (Center-of, Lower-center-of)), (Background-view, (Steel, Furnishing)), Indoors, Room	39370	false
stim-nsd39403	image	In the foreground, occupying the left and lower-center of the frame, sits a burger constructed on a glazed, salt-sprinkled doughnut-style bun; visible layers include a beef patty, melted yellow cheese, and reddish-brown bacon strips protruding from the sides. To the right of center, in the mid-ground, a metal wire basket shaped like a miniature shopping cart holds golden-brown french fries lined with red-and-white checkered paper. Both items rest on a wooden serving board displaying warm brown grain patterns that span the lower and central portions of the image. In the upper-left background, a white plate holds indistinct darker food items, partially cut off by the frame edge. Behind the burger, upper-center, stands a clear glass with a curved metal handle rising above it, likely part of the basket. The overall color scheme is warm, dominated by browns, golds, and reds, with the pale bun and white plate providing lighter contrast. Lighting appears natural and soft, casting gentle shadows beneath the burger and basket onto the wooden surface. The composition places the two main food elements diagonally, creating balance across the horizontal wooden plane.	Sensory-event, Visual-presentation, ((Ingestible-object/Junk-food, Savory, (Foreground-view, Left-side-of), Lower-center-of), (Label/Glazed-salt-bun, Ingestible-object/Staple-food, Salty), (Label/Beef-patty, Ingestible-object/Main-dish), (Yellow, Label/Cheese, Ingestible-object/Main-dish), (Red, Brown, Label/Bacon, Ingestible-object/Main-dish)), ((Ingestible-object/Staple-food, Label/French-fries, (Gold, Brown), Salty), (To-right-of, Center-of), Background-view), (Box, Steel, Label/Wire-basket-cart, (Red, White, Pattern, Label/Checkered-paper)), (Furnishing, Manufactured-material/Wood, Brown, Label/Serving-board, Lower-center-of), ((White, Label/Plate), Upper-left-of, Background-view), ((Glass, Label/Clear-glass), Steel, Upper-center-of, Background-view), (Luminance/Warm, Brown, Gold, Red)	39403	false
stim-nsd39510	image	Three zebras occupy the foreground, positioned across the lower-central band of the frame on a grassy plain; one stands at the left of center with its head lowered and turned toward the viewer's left as it grazes, a second stands at the center facing away with its striped rump toward the camera, and a third appears on the right, also with its head lowered toward the ground, grazing. The grass in the foreground is a mix of green and yellowish-brown, sparse and patchy, with visible bare soil and a small dark mound in the lower-left area. In the background, occupying the upper portion of the frame, is a dense pinkish-white band that appears to be a large flock of flamingos or birds clustered along the horizon, and above and behind them sits a blurred dark green line of vegetation or trees. The lighting is soft and diffuse, suggesting overcast or hazy conditions, casting no harsh shadows. The color scheme combines the black-and-white of the zebras, the muted greens and browns of the field, and the pale pink upper strip. The composition is horizontally layered, balanced, and evenly distributed left to right.	Sensory-event, Visual-presentation, (Foreground-view, ((Animal-agent, Label/Zebra), (Lower-center-of, Grassy-terrain))), ((Animal-agent, Label/Zebra), (Lower-left-of, Grassy-terrain), (Black, White, Lower-head)), ((Animal-agent, Label/Zebra), (Center-of, Grassy-terrain), (Black, White, Backward)), ((Animal-agent, Label/Zebra), (Lower-right-of, Grassy-terrain), (Black, White, Lower-head)), (Grassy-terrain, Green, Yellow, Brown, Label/Sparse), (Dirt-terrain, Lower-left-of), (Background-view, (Group-of, (Animal-agent, Label/Flamingo), Pink, White, (Above, Horizontally-oriented))), (Background-view, (Plant, Dark-shade, Green, Luminance/Blurry)), (Outdoors, Field)	39510	false
stim-nsd39548	image	In the foreground, a young elephant occupies the left and center-lower portion of the frame, its body facing right with a large ear spread outward and its trunk extended toward the right, curling upward at the tip. On the right side of the frame stands a man wearing a long green coat or smock, positioned in the center-right and extending from the upper-middle to the lower edge; his head is shaved, and his hands appear clasped behind his back. The interaction between the two is evident where the elephant's raised trunk tip meets the man's lowered right hand, suggesting physical contact near the lower-center of the image. The background shows dense green foliage and trees spanning the upper portion of the frame, slightly blurred, while the ground beneath is reddish-brown bare earth in the lower area. The overall color scheme is dominated by greens (vegetation and the man's coat), earthy browns (elephant and soil), and muted tones. Lighting appears soft and diffuse, consistent with an overcast or shaded outdoor setting, casting no harsh shadows. The composition balances the animal and human across the horizontal axis, creating a symmetrical facing arrangement.	Sensory-event, Visual-presentation, ((Animal-agent, Animal/Elephant, Left-side-of, Foreground-view, (Ear, Label/Wide), (Man-made-object/Trunk)), Interacts-with, (Human-agent, Right-side-of, (Head, Hair), (Green, Clothing))), ((Animal-agent, Animal/Elephant, (Man-made-object/Trunk, Upward)), Interacts-with, (Human-agent, (Hand, Behind))), (Center-of, (Touch)), (Background-view, (Green, Plant)), (Below, (Brown, Dirt-terrain)), (Green, Brown), (Luminance, Low), Symmetrical, Outdoors	39548	false
stim-nsd39554	image	This photograph depicts an outdoor zoo enclosure viewed from an elevated angle, showing several elephants distributed across a sandy, light-tan ground surface. In the background, occupying the upper portion of the frame, dense dark-green foliage forms a continuous tree line, while a large beige fabric shade canopy stretches horizontally across the upper-center and upper-left, suspended above a metal railing and elevated walkway. In the center-background stands a single large elephant facing left. In the middle ground, a large elephant occupies the center-right, walking toward the left near a fallen log, and a smaller elephant stands center-left beside a large elephant on the left. Two human figures appear in the lower-center: one wearing light clothing walks near the left elephants, and another stands in a green shirt near the central elephants. In the foreground lower-left, dark tires rest on the ground, and a large black tire lies in the lower-center-right. The lower-left corner shows a dark pool of water. The overall color scheme combines earthy browns and tans with deep greens, and lighting is bright natural sunlight casting shadows diagonally across the sandy ground.	Sensory-event, Visual-presentation, Photograph, Outdoors, Aerial-view, ((Animal-agent, Animal/Elephant, Large), (Center-of, Background-view), Leftward), ((Animal-agent, Animal/Elephant, Large), (To-right-of, Center-of), Leftward), ((Animal-agent, Animal/Elephant, Small), Lower-left-of), ((Animal-agent, Animal/Elephant, Large), Left-side-of), ((Human-agent, Clothing, Light-shade), (Interacts-with, (Animal-agent, Animal/Elephant)), Lower-center-of), ((Human-agent, (Clothing, Green)), (Interacts-with, (Animal-agent, Animal/Elephant)), Lower-center-of), ((Plant/Foliage, Dark-shade, Green), (Top-of, Background-view)), ((Clothing, Beige, Horizontally-oriented), Upper-center-of), Building-part, Path, ((Black, Tool), Lower-left-of), ((Black, Tool, Large), Lower-right-of), ((Natural-feature/Water, Dark-shade), (Lower-left-of)), ((Terrain, Brown, Light-shade), Below), Plant, Brown-color, Green-color	39554	false
stim-nsd39842	image	In the foreground, occupying the lower and central portion of the frame, a chestnut-brown horse faces the viewer, its head lowered toward the lower-center with a dark leather bridle and reins visible across its face and neck; its front legs, one wrapped in a red covering near the lower edge, are captured mid-stride on tan, sandy ground. Mounted on the horse, positioned center to upper-center, is a person wearing a dark navy short-sleeved shirt, blue jeans, and a black riding helmet, with the right arm raised and bent upward toward the head. The rider interacts directly with the horse, seated in a saddle with hands near the reins. In the background, spanning the upper and middle frame, are striped tents in green-and-white and blue-and-white patterns, a large tan or brick building at the upper left with rectangular windows, and a white structure at the right edge. Red crate-like objects sit at the middle-left. The color scheme combines earthy browns and tans with cooler greens and blues. Lighting is bright and diffuse, casting soft shadows beneath the horse. Composition centers the horse-and-rider subject.	Sensory-event, Visual-presentation, ((Animal-agent, Animal/Horse, Brown), (Lower-center-of, Foreground-view)), ((Label/Bridle, Black), Part-of, (Animal-agent, Animal/Horse)), ((Upper-extremity, (Red, Clothing)), Part-of, (Animal-agent, Animal/Horse)), (Dirt-terrain, Tan), ((Human-agent, Experiment-actor, ((Clothing, Blue), (Clothing, Black))), (Upper-center-of, Image)), ((Human-agent), Interacts-with, (Animal-agent, Animal/Horse)), ((Human-agent), (Ride, (Animal-agent, Animal/Horse))), ((Furnishing, (Green, White)), (Upper-center-of, Background-view)), ((Furnishing, (Blue, White)), Background-view), ((Building, Tan), (Upper-left-of, Background-view), (Window, Rectangle)), ((Building, White), (Right-edge-of, Background-view)), ((Box, Red), (Lower-left-of, Image)), Outdoors	39842	false
stim-nsd39998	image	Two zebras dominate the foreground of this photograph, positioned in the lower and central portions of the frame. The zebra on the left occupies the center-left, seated or crouched on the ground with its hindquarters lowered and forelegs bent, its head oriented toward the right; a small cloud of pale dust rises near its lower body, suggesting recent movement. The second zebra stands upright in the right-center of the frame, its head turned sharply back toward the seated zebra, creating an apparent interaction or engagement between the two animals. Both display distinct black-and-white striping across their bodies, manes, and legs. The background consists of a broad expanse of dry, tan and beige grassland occupying the middle band of the image, rising toward a low ridge. Above this, the upper portion of the frame contains a clear, pale blue sky, gradient-lighter near the horizon. The overall color scheme combines cool blue tones above with warm earthy browns, tans, and muted greens below, contrasted by the crisp monochrome zebras. Lighting appears bright and natural, casting soft shadows beneath the animals and producing sharp definition on their striped coats.	Sensory-event, Visual-presentation, Photograph, ((Animal-agent, Label/Zebra, Black, White, Sitting, (Head, To-right-of)), (Interacts-with, (Animal-agent, Label/Zebra, Black, White, Standing, (Head, Turn-head)))), (Label/Dust, Spatial-relation/Near, Lower-extremity), (Grassy-terrain, Tan, Beige, Center-of), (Hill, Below), (Blue, Natural-feature/Sky, Above), (Luminance/Bright, Natural-feature)	39998	false
